instance_id,repo,base_commit,parsed_patch
django__django-13158,django/django,7af8f4127397279d19ef7c7899e93018274e2f9b,"{""diff_locs"":[{""file"":""django/db/models/sql/query.py"",""diff_nodes"":[{""node_name"":""Query"",""node_type"":""ClassDef"",""lineno"":136,""end_lineno"":2306},{""node_name"":""clone"",""node_type"":""FunctionDef"",""lineno"":288,""end_lineno"":336}],""lineno"":307,""end_lineno"":307},{""file"":""django/db/models/sql/query.py"",""diff_nodes"":[{""node_name"":""Query"",""node_type"":""ClassDef"",""lineno"":136,""end_lineno"":2306}],""lineno"":1779,""end_lineno"":1779}]}"
django__django-13315,django/django,36bc47069ce071e80c8129500de3b8664d2058a7,"{""diff_locs"":[{""file"":""django/forms/models.py"",""diff_nodes"":[{""node_name"":""apply_limit_choices_to_to_formfield"",""node_type"":""FunctionDef"",""lineno"":98,""end_lineno"":103}],""lineno"":99,""end_lineno"":99},{""file"":""django/forms/models.py"",""diff_nodes"":[{""node_name"":""apply_limit_choices_to_to_formfield"",""node_type"":""FunctionDef"",""lineno"":98,""end_lineno"":103}],""lineno"":102,""end_lineno"":103}]}"
django__django-13401,django/django,453967477e3ddae704cd739eac2449c0e13d464c,"{""diff_locs"":[{""file"":""django/db/models/fields/__init__.py"",""diff_nodes"":[{""node_name"":""Field"",""node_type"":""ClassDef"",""lineno"":85,""end_lineno"":933},{""node_name"":""__eq__"",""node_type"":""FunctionDef"",""lineno"":516,""end_lineno"":520}],""lineno"":519,""end_lineno"":519},{""file"":""django/db/models/fields/__init__.py"",""diff_nodes"":[{""node_name"":""Field"",""node_type"":""ClassDef"",""lineno"":85,""end_lineno"":933},{""node_name"":""__lt__"",""node_type"":""FunctionDef"",""lineno"":522,""end_lineno"":526}],""lineno"":523,""end_lineno"":523},{""file"":""django/db/models/fields/__init__.py"",""diff_nodes"":[{""node_name"":""Field"",""node_type"":""ClassDef"",""lineno"":85,""end_lineno"":933},{""node_name"":""__lt__"",""node_type"":""FunctionDef"",""lineno"":522,""end_lineno"":526}],""lineno"":525,""end_lineno"":525},{""file"":""django/db/models/fields/__init__.py"",""diff_nodes"":[{""node_name"":""Field"",""node_type"":""ClassDef"",""lineno"":85,""end_lineno"":933},{""node_name"":""__hash__"",""node_type"":""FunctionDef"",""lineno"":528,""end_lineno"":529}],""lineno"":529,""end_lineno"":529}]}"
django__django-13551,django/django,7f9e4524d6b23424cf44fbe1bf1f4e70f6bb066e,"{""diff_locs"":[{""file"":""django/contrib/auth/tokens.py"",""diff_nodes"":[{""node_name"":""PasswordResetTokenGenerator"",""node_type"":""ClassDef"",""lineno"":8,""end_lineno"":104},{""node_name"":""_make_hash_value"",""node_type"":""FunctionDef"",""lineno"":79,""end_lineno"":97}],""lineno"":81,""end_lineno"":83},{""file"":""django/contrib/auth/tokens.py"",""diff_nodes"":[{""node_name"":""PasswordResetTokenGenerator"",""node_type"":""ClassDef"",""lineno"":8,""end_lineno"":104},{""node_name"":""_make_hash_value"",""node_type"":""FunctionDef"",""lineno"":79,""end_lineno"":97}],""lineno"":97,""end_lineno"":97}]}"
django__django-13590,django/django,755dbf39fcdc491fe9b588358303e259c7750be4,"{""diff_locs"":[{""file"":""django/db/models/sql/query.py"",""diff_nodes"":[{""node_name"":""Query"",""node_type"":""ClassDef"",""lineno"":136,""end_lineno"":2351},{""node_name"":""resolve_lookup_value"",""node_type"":""FunctionDef"",""lineno"":1072,""end_lineno"":1084}],""lineno"":1080,""end_lineno"":1080},{""file"":""django/db/models/sql/query.py"",""diff_nodes"":[{""node_name"":""Query"",""node_type"":""ClassDef"",""lineno"":136,""end_lineno"":2351},{""node_name"":""resolve_lookup_value"",""node_type"":""FunctionDef"",""lineno"":1072,""end_lineno"":1084}],""lineno"":1083,""end_lineno"":1083}]}"
django__django-13658,django/django,0773837e15bb632afffb6848a58c59a791008fa1,"{""diff_locs"":[{""file"":""django/core/management/__init__.py"",""diff_nodes"":[{""node_name"":""ManagementUtility"",""node_type"":""ClassDef"",""lineno"":184,""end_lineno"":408},{""node_name"":""execute"",""node_type"":""FunctionDef"",""lineno"":334,""end_lineno"":408}],""lineno"":347,""end_lineno"":347}]}"
django__django-13925,django/django,0c42cdf0d2422f4c080e93594d5d15381d6e955e,"{""diff_locs"":[{""file"":""django/db/models/base.py"",""diff_nodes"":[{""node_name"":""Model"",""node_type"":""ClassDef"",""lineno"":404,""end_lineno"":2086},{""node_name"":""_check_default_pk"",""node_type"":""FunctionDef"",""lineno"":1299,""end_lineno"":1320}],""lineno"":1301,""end_lineno"":1301}]}"
django__django-13933,django/django,42e8cf47c7ee2db238bf91197ea398126c546741,"{""diff_locs"":[{""file"":""django/forms/models.py"",""diff_nodes"":[{""node_name"":""ModelChoiceField"",""node_type"":""ClassDef"",""lineno"":1186,""end_lineno"":1298},{""node_name"":""to_python"",""node_type"":""FunctionDef"",""lineno"":1278,""end_lineno"":1288}],""lineno"":1287,""end_lineno"":1287}]}"
django__django-13964,django/django,f39634ff229887bf7790c069d0c411b38494ca38,"{""diff_locs"":[{""file"":""django/db/models/base.py"",""diff_nodes"":[{""node_name"":""Model"",""node_type"":""ClassDef"",""lineno"":404,""end_lineno"":2091},{""node_name"":""_prepare_related_fields_for_save"",""node_type"":""FunctionDef"",""lineno"":911,""end_lineno"":943}],""lineno"":936,""end_lineno"":936}]}"
django__django-14017,django/django,466920f6d726eee90d5566e0a9948e92b33a122e,"{""diff_locs"":[{""file"":""django/db/models/query_utils.py"",""diff_nodes"":[{""node_name"":""Q"",""node_type"":""ClassDef"",""lineno"":28,""end_lineno"":97},{""node_name"":""_combine"",""node_type"":""FunctionDef"",""lineno"":42,""end_lineno"":59}],""lineno"":43,""end_lineno"":43}]}"
django__django-14155,django/django,2f13c476abe4ba787b6cb71131818341911f43cc,"{""diff_locs"":[{""file"":""django/urls/resolvers.py"",""diff_nodes"":[{""node_name"":""ResolverMatch"",""node_type"":""ClassDef"",""lineno"":32,""end_lineno"":65},{""node_name"":""__repr__"",""node_type"":""FunctionDef"",""lineno"":61,""end_lineno"":65}],""lineno"":62,""end_lineno"":64}]}"
django__django-14238,django/django,30e123ed351317b7527f632b3b7dc4e81e850449,"{""diff_locs"":[{""file"":""django/db/models/fields/__init__.py"",""diff_nodes"":[{""node_name"":""AutoFieldMeta"",""node_type"":""ClassDef"",""lineno"":2502,""end_lineno"":2527},{""node_name"":""__subclasscheck__"",""node_type"":""FunctionDef"",""lineno"":2526,""end_lineno"":2527}],""lineno"":2527,""end_lineno"":2527}]}"
django__django-14534,django/django,910ecd1b8df7678f45c3d507dde6bcb1faafa243,"{""diff_locs"":[{""file"":""django/forms/boundfield.py"",""diff_nodes"":[{""node_name"":""BoundWidget"",""node_type"":""ClassDef"",""lineno"":247,""end_lineno"":284},{""node_name"":""id_for_label"",""node_type"":""FunctionDef"",""lineno"":279,""end_lineno"":280}],""lineno"":280,""end_lineno"":280}]}"
django__django-14580,django/django,36fa071d6ebd18a61c4d7f1b5c9d17106134bd44,"{""diff_locs"":[{""file"":""django/db/migrations/serializer.py"",""diff_nodes"":[{""node_name"":""TypeSerializer"",""node_type"":""ClassDef"",""lineno"":273,""end_lineno"":287},{""node_name"":""serialize"",""node_type"":""FunctionDef"",""lineno"":274,""end_lineno"":287}],""lineno"":276,""end_lineno"":276}]}"
django__django-14608,django/django,7f33c1e22dbc34a7afae7967783725b10f1f13b1,"{""diff_locs"":[{""file"":""django/forms/formsets.py"",""diff_nodes"":[{""node_name"":""BaseFormSet"",""node_type"":""ClassDef"",""lineno"":54,""end_lineno"":457},{""node_name"":""full_clean"",""node_type"":""FunctionDef"",""lineno"":330,""end_lineno"":383}],""lineno"":336,""end_lineno"":336},{""file"":""django/forms/formsets.py"",""diff_nodes"":[{""node_name"":""BaseFormSet"",""node_type"":""ClassDef"",""lineno"":54,""end_lineno"":457},{""node_name"":""full_clean"",""node_type"":""FunctionDef"",""lineno"":330,""end_lineno"":383}],""lineno"":383,""end_lineno"":383}]}"
django__django-14672,django/django,00ea883ef56fb5e092cbe4a6f7ff2e7470886ac4,"{""diff_locs"":[{""file"":""django/db/models/fields/reverse_related.py"",""diff_nodes"":[{""node_name"":""ManyToManyRel"",""node_type"":""ClassDef"",""lineno"":280,""end_lineno"":330},{""node_name"":""identity"",""node_type"":""FunctionDef"",""lineno"":310,""end_lineno"":315}],""lineno"":313,""end_lineno"":313}]}"
django__django-14752,django/django,b64db05b9cedd96905d637a2d824cbbf428e40e7,"{""diff_locs"":[{""file"":""django/contrib/admin/views/autocomplete.py"",""diff_nodes"":[{""node_name"":""AutocompleteJsonView"",""node_type"":""ClassDef"",""lineno"":7,""end_lineno"":102},{""node_name"":""get"",""node_type"":""FunctionDef"",""lineno"":12,""end_lineno"":33}],""lineno"":14,""end_lineno"":14},{""file"":""django/contrib/admin/views/autocomplete.py"",""diff_nodes"":[{""node_name"":""AutocompleteJsonView"",""node_type"":""ClassDef"",""lineno"":7,""end_lineno"":102},{""node_name"":""get"",""node_type"":""FunctionDef"",""lineno"":12,""end_lineno"":33}],""lineno"":29,""end_lineno"":29},{""file"":""django/contrib/admin/views/autocomplete.py"",""diff_nodes"":[{""node_name"":""AutocompleteJsonView"",""node_type"":""ClassDef"",""lineno"":7,""end_lineno"":102}],""lineno"":33,""end_lineno"":33}]}"
django__django-14787,django/django,004b4620f6f4ad87261e149898940f2dcd5757ef,"{""diff_locs"":[{""file"":""django/utils/decorators.py"",""diff_nodes"":[{""node_name"":""_multi_decorate"",""node_type"":""FunctionDef"",""lineno"":22,""end_lineno"":50},{""node_name"":""_wrapper"",""node_type"":""FunctionDef"",""lineno"":35,""end_lineno"":43}],""lineno"":40,""end_lineno"":40}]}"
django__django-14855,django/django,475cffd1d64c690cdad16ede4d5e81985738ceb4,"{""diff_locs"":[{""file"":""django/contrib/admin/helpers.py"",""diff_nodes"":[{""node_name"":""AdminReadonlyField"",""node_type"":""ClassDef"",""lineno"":160,""end_lineno"":250},{""node_name"":""get_admin_url"",""node_type"":""FunctionDef"",""lineno"":206,""end_lineno"":215}],""lineno"":212,""end_lineno"":212}]}"
django__django-14915,django/django,903aaa35e5ceaa33bfc9b19b7f6da65ce5a91dd4,"{""diff_locs"":[{""file"":""django/forms/models.py"",""diff_nodes"":[{""node_name"":""ModelChoiceIteratorValue"",""node_type"":""ClassDef"",""lineno"":1161,""end_lineno"":1172}],""lineno"":1167,""end_lineno"":1167}]}"
django__django-14999,django/django,a754b82dac511475b6276039471ccd17cc64aeb8,"{""diff_locs"":[{""file"":""django/db/migrations/operations/models.py"",""diff_nodes"":[{""node_name"":""RenameModel"",""node_type"":""ClassDef"",""lineno"":289,""end_lineno"":406},{""node_name"":""database_forwards"",""node_type"":""FunctionDef"",""lineno"":319,""end_lineno"":368}],""lineno"":322,""end_lineno"":322},{""file"":""django/db/migrations/operations/models.py"",""diff_nodes"":[{""node_name"":""RenameModel"",""node_type"":""ClassDef"",""lineno"":289,""end_lineno"":406},{""node_name"":""database_forwards"",""node_type"":""FunctionDef"",""lineno"":319,""end_lineno"":368}],""lineno"":324,""end_lineno"":328}]}"
django__django-15252,django/django,361bb8f786f112ee275be136795c0b1ecefff928,"{""diff_locs"":[{""file"":""django/db/migrations/executor.py"",""diff_nodes"":[{""node_name"":""MigrationExecutor"",""node_type"":""ClassDef"",""lineno"":10,""end_lineno"":381},{""node_name"":""migrate"",""node_type"":""FunctionDef"",""lineno"":91,""end_lineno"":134}],""lineno"":99,""end_lineno"":100}]}"
django__django-15695,django/django,647480166bfe7532e8c471fef0146e3a17e6c0c9,"{""diff_locs"":[{""file"":""django/db/migrations/operations/models.py"",""diff_nodes"":[{""node_name"":""RenameIndex"",""node_type"":""ClassDef"",""lineno"":879,""end_lineno"":1022},{""node_name"":""database_forwards"",""node_type"":""FunctionDef"",""lineno"":934,""end_lineno"":966}],""lineno"":962,""end_lineno"":962}]}"
django__django-15814,django/django,5eb6a2b33d70b9889e1cafa12594ad6f80773d3a,"{""diff_locs"":[{""file"":""django/db/models/sql/query.py"",""diff_nodes"":[{""node_name"":""Query"",""node_type"":""ClassDef"",""lineno"":158,""end_lineno"":2568},{""node_name"":""deferred_to_data"",""node_type"":""FunctionDef"",""lineno"":721,""end_lineno"":802}],""lineno"":750,""end_lineno"":750}]}"
django__django-15851,django/django,b4817d20b9e55df30be0b1b2ca8c8bb6d61aab07,"{""diff_locs"":[{""file"":""django/db/backends/postgresql/client.py"",""diff_nodes"":[{""node_name"":""DatabaseClient"",""node_type"":""ClassDef"",""lineno"":6,""end_lineno"":64},{""node_name"":""settings_to_cmd_args_env"",""node_type"":""FunctionDef"",""lineno"":10,""end_lineno"":54}],""lineno"":34,""end_lineno"":34},{""file"":""django/db/backends/postgresql/client.py"",""diff_nodes"":[{""node_name"":""DatabaseClient"",""node_type"":""ClassDef"",""lineno"":6,""end_lineno"":64},{""node_name"":""settings_to_cmd_args_env"",""node_type"":""FunctionDef"",""lineno"":10,""end_lineno"":54}],""lineno"":37,""end_lineno"":37}]}"
django__django-16139,django/django,d559cb02da30f74debbb1fc3a46de0df134d2d80,"{""diff_locs"":[{""file"":""django/contrib/auth/forms.py"",""diff_nodes"":[{""node_name"":""UserChangeForm"",""node_type"":""ClassDef"",""lineno"":147,""end_lineno"":171},{""node_name"":""__init__"",""node_type"":""FunctionDef"",""lineno"":162,""end_lineno"":171}],""lineno"":166,""end_lineno"":166}]}"
django__django-16255,django/django,444b6da7cc229a58a2c476a52e45233001dc7073,"{""diff_locs"":[{""file"":""django/contrib/sitemaps/__init__.py"",""diff_nodes"":[{""node_name"":""Sitemap"",""node_type"":""ClassDef"",""lineno"":61,""end_lineno"":228},{""node_name"":""get_latest_lastmod"",""node_type"":""FunctionDef"",""lineno"":165,""end_lineno"":174}],""lineno"":170,""end_lineno"":170}]}"
django__django-16527,django/django,bd366ca2aeffa869b7dbc0b0aa01caea75e6dc31,"{""diff_locs"":[{""file"":""django/contrib/admin/templatetags/admin_modify.py"",""diff_nodes"":[{""node_name"":""submit_row"",""node_type"":""FunctionDef"",""lineno"":61,""end_lineno"":112}],""lineno"":103,""end_lineno"":103}]}"
django__django-16595,django/django,f9fe062de5fc0896d6bbbf3f260b5c44473b3c77,"{""diff_locs"":[{""file"":""django/db/migrations/operations/fields.py"",""diff_nodes"":[{""node_name"":""AlterField"",""node_type"":""ClassDef"",""lineno"":198,""end_lineno"":267},{""node_name"":""reduce"",""node_type"":""FunctionDef"",""lineno"":249,""end_lineno"":267}],""lineno"":250,""end_lineno"":252}]}"
django__django-17087,django/django,4a72da71001f154ea60906a2f74898d32b7322a7,"{""diff_locs"":[{""file"":""django/db/migrations/serializer.py"",""diff_nodes"":[{""node_name"":""FunctionTypeSerializer"",""node_type"":""ClassDef"",""lineno"":164,""end_lineno"":189},{""node_name"":""serialize"",""node_type"":""FunctionDef"",""lineno"":165,""end_lineno"":189}],""lineno"":171,""end_lineno"":171}]}"
matplotlib__matplotlib-23299,matplotlib/matplotlib,3eadeacc06c9f2ddcdac6ae39819faa9fbee9e39,"{""diff_locs"":[{""file"":""lib/matplotlib/__init__.py"",""diff_nodes"":[{""node_name"":""rc_context"",""node_type"":""FunctionDef"",""lineno"":1058,""end_lineno"":1098}],""lineno"":1060,""end_lineno"":1060},{""file"":""lib/matplotlib/__init__.py"",""diff_nodes"":[{""node_name"":""rc_context"",""node_type"":""FunctionDef"",""lineno"":1058,""end_lineno"":1098}],""lineno"":1090,""end_lineno"":1090}]}"
matplotlib__matplotlib-23314,matplotlib/matplotlib,97fc1154992f64cfb2f86321155a7404efeb2d8a,"{""diff_locs"":[{""file"":""lib/mpl_toolkits/mplot3d/axes3d.py"",""diff_nodes"":[{""node_name"":""Axes3D"",""node_type"":""ClassDef"",""lineno"":45,""end_lineno"":3232},{""node_name"":""draw"",""node_type"":""FunctionDef"",""lineno"":389,""end_lineno"":444}],""lineno"":389,""end_lineno"":389}]}"
matplotlib__matplotlib-23476,matplotlib/matplotlib,33a0599711d26dc2b79f851c6daed4947df7c167,"{""diff_locs"":[{""file"":""lib/matplotlib/figure.py"",""diff_nodes"":[{""node_name"":""Figure"",""node_type"":""ClassDef"",""lineno"":2213,""end_lineno"":3363},{""node_name"":""__getstate__"",""node_type"":""FunctionDef"",""lineno"":3015,""end_lineno"":3033}],""lineno"":3024,""end_lineno"":3024}]}"
matplotlib__matplotlib-24149,matplotlib/matplotlib,af39f1edffcd828f05cfdd04f2e59506bb4a27bc,"{""diff_locs"":[{""file"":""lib/matplotlib/axes/_axes.py"",""diff_nodes"":[{""node_name"":""Axes"",""node_type"":""ClassDef"",""lineno"":47,""end_lineno"":8237},{""node_name"":""_convert_dx"",""node_type"":""FunctionDef"",""lineno"":2153,""end_lineno"":2202}],""lineno"":2184,""end_lineno"":2184},{""file"":""lib/matplotlib/axes/_axes.py"",""diff_nodes"":[{""node_name"":""Axes"",""node_type"":""ClassDef"",""lineno"":47,""end_lineno"":8237},{""node_name"":""_convert_dx"",""node_type"":""FunctionDef"",""lineno"":2153,""end_lineno"":2202}],""lineno"":2189,""end_lineno"":2189}]}"
matplotlib__matplotlib-24970,matplotlib/matplotlib,a3011dfd1aaa2487cce8aa7369475533133ef777,"{""diff_locs"":[{""file"":""lib/matplotlib/colors.py"",""diff_nodes"":[{""node_name"":""Colormap"",""node_type"":""ClassDef"",""lineno"":647,""end_lineno"":945},{""node_name"":""__call__"",""node_type"":""FunctionDef"",""lineno"":683,""end_lineno"":759}],""lineno"":718,""end_lineno"":727}]}"
matplotlib__matplotlib-25311,matplotlib/matplotlib,430fb1db88843300fb4baae3edc499bbfe073b0c,"{""diff_locs"":[{""file"":""lib/matplotlib/offsetbox.py"",""diff_nodes"":[{""node_name"":""DraggableBase"",""node_type"":""ClassDef"",""lineno"":1474,""end_lineno"":1581},{""node_name"":""__init__"",""node_type"":""FunctionDef"",""lineno"":1503,""end_lineno"":1515}],""lineno"":1508,""end_lineno"":1508},{""file"":""lib/matplotlib/offsetbox.py"",""diff_nodes"":[{""node_name"":""DraggableBase"",""node_type"":""ClassDef"",""lineno"":1474,""end_lineno"":1581}],""lineno"":1515,""end_lineno"":1515}]}"
matplotlib__matplotlib-25332,matplotlib/matplotlib,66ba515e671638971bd11a34cff12c107a437e0b,"{""diff_locs"":[{""file"":""lib/matplotlib/cbook.py"",""diff_nodes"":[{""node_name"":""Grouper"",""node_type"":""ClassDef"",""lineno"":754,""end_lineno"":847}],""lineno"":789,""end_lineno"":789}]}"
psf__requests-2317,psf/requests,091991be0da19de9108dbe5e3752917fea3d7fdc,"{""diff_locs"":[{""file"":""requests/sessions.py"",""diff_nodes"":[],""lineno"":16,""end_lineno"":16},{""file"":""requests/sessions.py"",""diff_nodes"":[{""node_name"":""Session"",""node_type"":""ClassDef"",""lineno"":260,""end_lineno"":665},{""node_name"":""request"",""node_type"":""FunctionDef"",""lineno"":378,""end_lineno"":459}],""lineno"":428,""end_lineno"":428}]}"
pydata__xarray-4094,pydata/xarray,a64cf2d5476e7bbda099b34c40b7be1880dbd39a,"{""diff_locs"":[{""file"":""xarray/core/dataarray.py"",""diff_nodes"":[{""node_name"":""DataArray"",""node_type"":""ClassDef"",""lineno"":215,""end_lineno"":3824},{""node_name"":""to_unstacked_dataset"",""node_type"":""FunctionDef"",""lineno"":1901,""end_lineno"":1967}],""lineno"":1964,""end_lineno"":1964}]}"
pylint-dev__pylint-7080,pylint-dev/pylint,3c5eca2ded3dd2b59ebaf23eb289453b5d2930f0,"{""diff_locs"":[{""file"":""pylint/lint/expand_modules.py"",""diff_nodes"":[{""node_name"":""_is_ignored_file"",""node_type"":""FunctionDef"",""lineno"":49,""end_lineno"":60}],""lineno"":54,""end_lineno"":54}]}"
pytest-dev__pytest-7432,pytest-dev/pytest,e6e300e729dd33956e5448d8be9a0b1540b4e53a,"{""diff_locs"":[{""file"":""src/_pytest/skipping.py"",""diff_nodes"":[{""node_name"":""pytest_runtest_makereport"",""node_type"":""FunctionDef"",""lineno"":261,""end_lineno"":305}],""lineno"":294,""end_lineno"":294}]}"
